strut_id,defect,x0,y0,z0,x1,y1,z1,deep_interior
1969,missing,613.0,749.0,39.0,651.2,749.2,69.5,0
1970,missing,612.8,748.8,109.0,651.2,749.2,69.5,0
1971,missing,690.8,749.0,109.8,651.2,749.2,69.5,0
1986,disconnected,768.0,748.0,40.0,731.5,714.6,21.1,0
1995,thin,764.7,749.0,110.0,765.8,717.8,70.5,0
2000,missing,768.0,748.0,40.0,729.8,748.2,70.8,0
2001,missing,691.0,749.0,40.0,729.8,748.2,70.8,0
2002,missing,690.8,749.0,109.8,729.8,748.2,70.8,0
2003,missing,764.7,749.0,110.0,729.8,748.2,70.8,0
2006,thin,694.0,713.5,65.0,729.8,748.2,70.8,0
2021,bent,65.1,130.6,106.0,64.8,92.0,145.9,0
2051,bent,223.0,52.1,179.9,179.8,55.6,145.9,0
2097,bent,374.0,54.7,108.0,334.8,54.6,147.5,0
2122,bent,373.5,54.8,186.2,412.0,54.4,147.9,0
2146,bent,452.2,54.4,187.0,490.4,53.6,147.9,0
2169,bent,611.6,49.3,106.2,568.0,52.8,148.2,0
2194,bent,607.6,52.3,187.2,646.4,53.1,148.1,0
2245,bent,140.4,132.2,107.5,102.4,131.5,146.5,1
2251,missing,64.7,171.5,146.6,102.4,131.5,146.5,0
2289,missing,219.5,211.5,107.1,218.2,171.3,148.2,1
2295,bent,295.7,132.0,186.3,257.2,131.4,147.8,1
2303,missing,257.2,131.4,147.8,258.3,172.0,107.1,1
2311,thin,297.0,210.5,108.6,325.5,171.6,115.7,1
2331,thin,335.5,210.1,148.2,325.5,171.6,115.7,1
2359,missing,452.7,210.6,108.1,492.3,169.1,108.7,1
2364,bent,452.3,130.4,108.9,490.8,129.8,148.5,1
2386,thin,523.3,209.9,192.4,530.9,175.7,142.2,1
2412,bent,608.5,129.7,108.9,646.8,129.1,149.1,1
2517,bent,219.6,249.9,148.1,258.6,249.6,108.8,1
2522,bent,298.1,249.8,148.8,258.2,248.9,186.6,1
2561,bent,452.7,210.6,108.1,414.7,209.3,147.1,1
2570,bent,453.0,249.2,148.5,414.1,249.1,187.2,1
2613,bent,531.0,248.2,148.7,569.8,247.6,109.7,1
2633,bent,686.1,206.1,109.8,647.7,207.6,148.2,1
2807,thin,531.4,287.2,187.8,483.7,288.5,158.1,1
2809,bent,453.3,327.2,148.3,492.2,327.3,109.4,1
2811,thin,453.3,327.2,148.3,483.7,288.5,158.1,1
2888,bent,762.4,322.1,148.6,726.6,323.5,110.0,0
2913,thin,147.4,406.9,141.0,110.7,445.8,142.6,1
2989,thin,344.7,368.1,137.5,331.0,407.0,183.2,1
2995,thin,386.8,445.6,101.0,415.0,406.2,108.8,1
3055,thin,532.2,404.9,148.8,565.7,365.0,156.4,1
3199,bent,376.3,445.3,187.5,337.0,445.8,147.7,1
3220,thin,386.8,445.6,101.0,415.4,445.5,147.8,1
3256,missing,493.0,443.8,148.5,533.2,484.6,148.9,1
3262,thin,605.8,517.6,104.6,577.0,484.3,103.4,1
3295,bent,688.1,442.6,188.1,649.6,443.2,149.4,1
3339,thin,68.5,603.5,109.0,98.3,564.7,115.5,0
3572,bent,142.8,643.1,147.3,104.2,642.5,107.6,1
3638,bent,299.6,603.1,186.0,338.3,603.4,147.5,1
3779,missing,67.0,760.3,106.6,104.9,722.6,107.6,0
3781,missing,67.0,760.3,106.6,68.0,722.7,146.3,0
3788,missing,143.2,752.2,106.8,104.5,753.5,145.8,0
3789,missing,67.0,760.3,106.6,104.5,753.5,145.8,0
3790,missing,70.7,753.3,186.7,104.5,753.5,145.8,0
3791,missing,140.3,753.0,185.0,104.5,753.5,145.8,0
3797,thin,143.5,722.8,146.5,104.5,753.5,145.8,0
3816,missing,223.0,751.5,107.5,182.2,752.5,146.5,0
3817,missing,143.2,752.2,106.8,182.2,752.5,146.5,0
3818,missing,140.3,753.0,185.0,182.2,752.5,146.5,0
3819,missing,221.5,751.8,185.8,182.2,752.5,146.5,0
3825,thin,221.3,722.0,147.6,182.2,752.5,146.5,0
3844,missing,300.0,751.2,108.2,261.2,752.0,147.2,0
3845,missing,223.0,751.5,107.5,261.2,752.0,147.2,0
3846,missing,221.5,751.8,185.8,261.2,752.0,147.2,0
3847,missing,299.8,751.8,186.0,261.2,752.0,147.2,0
3872,missing,378.0,750.8,108.5,338.5,751.2,147.0,0
3873,missing,300.0,751.2,108.2,338.5,751.2,147.0,0
3874,missing,299.8,751.8,186.0,338.5,751.2,147.0,0
3875,missing,378.2,751.2,186.2,338.5,751.2,147.0,0
3882,bent,378.1,721.1,147.7,339.1,721.4,186.5,1
3900,missing,456.0,750.5,108.5,417.2,750.5,147.0,0
3901,missing,378.0,750.8,108.5,417.2,750.5,147.0,0
3902,missing,378.2,751.2,186.2,417.2,750.5,147.0,0
3903,missing,455.8,749.5,187.0,417.2,750.5,147.0,0
3904,bent,378.1,721.1,147.7,417.1,720.9,186.9,1
3928,missing,533.8,749.5,108.8,495.5,750.5,147.8,0
3929,missing,456.0,750.5,108.5,495.5,750.5,147.8,0
3930,missing,455.8,749.5,187.0,495.5,750.5,147.8,0
3931,missing,534.0,749.8,186.8,495.5,750.5,147.8,0
3946,thin,612.8,748.8,109.0,578.5,715.5,104.4,0
3956,missing,612.8,748.8,109.0,572.8,749.5,148.2,0
3957,missing,533.8,749.5,108.8,572.8,749.5,148.2,0
3958,missing,534.0,749.8,186.8,572.8,749.5,148.2,0
3959,missing,611.8,748.0,188.0,572.8,749.5,148.2,0
3984,missing,690.8,749.0,109.8,651.5,749.2,147.2,0
3985,missing,612.8,748.8,109.0,651.5,749.2,147.2,0
3986,missing,611.8,748.0,188.0,651.5,749.2,147.2,0
3987,missing,690.0,748.8,187.8,651.5,749.2,147.2,0
4009,thin,764.7,749.0,110.0,765.3,718.2,149.1,0
4011,thin,764.0,748.7,188.7,765.3,718.2,149.1,0
4016,missing,764.7,749.0,110.0,729.0,748.2,148.8,0
4017,missing,690.8,749.0,109.8,729.0,748.2,148.8,0
4018,missing,690.0,748.8,187.8,729.0,748.2,148.8,0
4019,missing,764.0,748.7,188.7,729.0,748.2,148.8,0
4025,thin,765.3,718.2,149.1,729.0,748.2,148.8,0
4041,bent,139.4,55.1,185.0,99.9,55.6,225.5,0
4043,bent,138.9,55.4,264.1,99.9,55.6,225.5,0
4044,thin,64.1,92.8,224.5,106.2,90.4,258.7,0
4057,thin,223.0,52.1,179.9,181.3,85.2,180.0,0
4064,bent,139.4,55.1,185.0,177.3,55.6,225.9,0
4065,bent,223.0,52.1,179.9,177.3,55.6,225.9,0
4066,bent,138.9,55.4,264.1,177.3,55.6,225.9,0
4089,bent,295.4,55.4,187.0,256.9,54.0,224.2,0
4090,bent,217.2,55.5,264.1,256.9,54.0,224.2,0
4101,missing,256.9,54.0,224.2,256.4,93.6,266.0,0
4113,bent,373.5,54.8,186.2,334.1,55.0,225.5,0
4162,bent,456.5,48.7,270.9,489.9,53.3,225.4,0
4209,bent,685.6,52.9,186.1,646.5,52.1,226.1,0
4221,disconnected,646.5,52.1,226.1,646.7,89.1,266.9,0
4238,bent,685.6,52.1,266.9,724.9,52.3,226.2,0
4239,bent,760.8,51.8,265.8,724.9,52.3,226.2,0
4385,bent,452.1,170.0,226.4,491.6,169.5,187.4,1
4431,bent,686.1,128.0,266.4,647.4,127.8,228.6,1
4478,bent,65.4,289.3,264.2,65.4,248.6,225.0,0
4495,missing,102.1,289.3,225.0,102.6,248.5,185.0,1
4554,thin,287.7,212.0,256.1,335.5,210.1,225.8,1
4556,thin,296.9,248.9,226.4,342.9,248.8,254.2,1
4565,thin,335.5,210.1,225.8,342.9,248.8,254.2,1
4566,thin,335.8,288.7,226.4,342.9,248.8,254.2,1
4610,bent,530.5,247.5,227.3,492.1,247.6,265.8,1
4661,missing,647.8,206.4,226.7,647.1,247.4,265.9,1
4676,bent,686.2,207.7,187.9,725.4,206.9,227.0,1
4708,bent,142.0,328.4,225.6,103.1,328.1,185.5,1
4747,missing,218.9,288.6,265.9,219.1,329.2,224.7,1
4752,missing,219.1,329.2,224.7,259.2,328.1,266.0,1
4791,thin,376.1,367.1,187.2,406.7,327.2,197.2,1
4811,thin,414.3,367.2,226.5,406.7,327.2,197.2,1
4824,bent,453.7,327.1,226.5,491.9,327.1,266.0,1
4923,disconnected,141.9,367.4,264.9,103.4,366.3,225.8,1
4931,missing,103.4,366.3,225.8,103.2,407.3,185.1,1
4978,bent,292.6,402.6,220.0,259.4,406.7,265.1,1
4997,thin,292.6,402.6,220.0,331.0,407.0,183.2,1
5024,bent,454.2,405.5,226.4,415.1,406.5,187.7,1
5066,missing,530.6,365.5,266.7,572.4,365.1,227.0,1
5112,thin,763.0,362.0,189.0,757.9,400.8,216.2,0
5113,thin,763.6,440.8,188.6,757.9,400.8,216.2,0
5114,thin,762.8,363.5,265.6,757.9,400.8,216.2,0
5115,thin,763.5,440.8,266.8,757.9,400.8,216.2,0
5125,thin,757.9,400.8,216.2,726.9,442.4,226.9,0
5126,thin,757.9,400.8,216.2,726.1,402.6,266.4,0
5128,thin,720.8,358.9,222.7,757.9,400.8,216.2,0
5141,thin,135.1,447.7,192.3,94.8,443.0,216.7,1
5142,bent,66.8,445.1,263.6,94.8,443.0,216.7,0
5156,thin,135.1,447.7,192.3,177.4,487.2,179.3,1
5158,thin,218.0,530.8,181.4,177.4,487.2,179.3,1
5215,bent,376.3,446.2,265.6,337.5,445.3,227.0,1
5217,bent,298.0,485.1,226.3,337.4,485.9,185.9,1
5223,missing,337.5,445.3,227.0,337.4,485.9,185.9,1
5284,bent,532.1,444.6,187.6,570.9,444.6,226.9,1
5412,bent,220.7,564.2,225.3,259.9,564.5,264.9,1
5552,thin,763.9,519.6,189.8,759.2,555.8,221.6,0
5553,thin,764.8,598.1,188.0,759.2,555.8,221.6,0
5556,bent,688.6,521.1,187.9,727.5,520.4,228.1,1
5621,missing,299.6,603.1,186.0,259.1,643.9,186.0,1
5662,bent,377.2,642.9,226.5,338.0,642.0,265.2,1
5797,thin,70.7,753.3,186.7,68.2,722.2,224.6,0
5798,disconnected,75.0,753.0,268.5,68.2,722.2,224.6,0
5804,missing,140.3,753.0,185.0,104.5,752.2,224.2,0
5805,missing,70.7,753.3,186.7,104.5,752.2,224.2,0
5806,missing,75.0,753.0,268.5,104.5,752.2,224.2,0
5807,missing,143.0,752.8,263.8,104.5,752.2,224.2,0
5810,thin,68.2,722.2,224.6,104.5,752.2,224.2,0
5823,missing,140.3,753.0,185.0,183.4,721.8,186.1,0
5832,missing,221.5,751.8,185.8,181.8,752.0,225.2,0
5833,missing,140.3,753.0,185.0,181.8,752.0,225.2,0
5834,missing,143.0,752.8,263.8,181.8,752.0,225.2,0
5835,missing,220.8,751.8,264.2,181.8,752.0,225.2,0
5860,missing,299.8,751.8,186.0,260.8,752.2,225.2,0
5861,missing,221.5,751.8,185.8,260.8,752.2,225.2,0
5862,missing,220.8,751.8,264.2,260.8,752.2,225.2,0
5863,missing,299.0,751.5,265.0,260.8,752.2,225.2,0
5888,missing,378.2,751.2,186.2,339.0,750.8,225.8,0
5889,missing,299.8,751.8,186.0,339.0,750.8,225.8,0
5890,missing,299.0,751.5,265.0,339.0,750.8,225.8,0
5891,missing,376.8,751.0,264.8,339.0,750.8,225.8,0
5916,missing,455.8,749.5,187.0,416.8,751.0,225.5,0
5917,missing,378.2,751.2,186.2,416.8,751.0,225.5,0
5918,missing,376.8,751.0,264.8,416.8,751.0,225.5,0
5919,missing,455.8,750.5,265.8,416.8,751.0,225.5,0
5944,missing,534.0,749.8,186.8,495.5,750.8,226.0,0
5945,missing,455.8,749.5,187.0,495.5,750.8,226.0,0
5946,missing,455.8,750.5,265.8,495.5,750.8,226.0,0
5947,missing,534.5,750.0,265.8,495.5,750.8,226.0,0
5972,missing,611.8,748.0,188.0,572.2,749.2,226.5,0
5973,missing,534.0,749.8,186.8,572.2,749.2,226.5,0
5974,missing,534.5,750.0,265.8,572.2,749.2,226.5,0
5975,missing,611.8,749.2,266.8,572.2,749.2,226.5,0
6000,missing,690.0,748.8,187.8,651.2,749.5,227.0,0
6001,missing,611.8,748.0,188.0,651.2,749.5,227.0,0
6002,missing,611.8,749.2,266.8,651.2,749.5,227.0,0
6003,missing,690.0,749.0,265.8,651.2,749.5,227.0,0
6025,thin,764.0,748.7,188.7,765.8,719.2,228.2,0
6027,thin,763.7,747.7,267.3,765.8,719.2,228.2,0
6032,missing,764.0,748.7,188.7,728.5,748.2,226.8,0
6033,missing,690.0,748.8,187.8,728.5,748.2,226.8,0
6034,missing,690.0,749.0,265.8,728.5,748.2,226.8,0
6035,missing,763.7,747.7,267.3,728.5,748.2,226.8,0
6036,bent,690.5,719.1,227.2,729.0,718.7,266.8,1
6041,thin,765.8,719.2,228.2,728.5,748.2,226.8,0
6057,bent,138.9,55.4,264.1,99.8,56.4,303.8,0
6081,bent,217.2,55.5,264.1,177.2,55.2,303.2,0
6082,bent,138.5,56.2,342.0,177.2,55.2,303.2,0
6088,bent,217.2,93.1,303.6,178.3,93.2,264.7,1
6131,bent,377.0,55.9,344.0,334.4,53.7,303.4,0
6132,thin,295.9,88.3,308.9,344.4,86.9,335.1,1
6138,thin,373.1,86.4,308.9,344.4,86.9,335.1,1
6141,missing,334.4,53.7,303.4,344.4,86.9,335.1,0
6142,thin,335.3,131.6,304.9,344.4,86.9,335.1,1
6151,disconnected,377.0,55.9,344.0,373.1,86.4,308.9,0
6166,missing,412.8,126.9,308.3,413.6,89.3,343.1,1
6201,bent,607.4,52.2,266.1,559.3,52.8,298.1,0
6202,thin,529.0,53.3,344.6,559.3,52.8,298.1,0
6208,bent,607.8,89.4,306.5,568.9,89.9,265.8,1
6234,missing,686.2,88.0,305.2,647.5,89.5,346.7,1
6245,disconnected,686.1,128.0,266.4,686.2,88.0,305.2,1
6247,disconnected,685.6,52.1,345.2,686.2,88.0,305.2,0
6252,bent,685.6,52.1,266.9,724.3,51.8,307.8,0
6254,disconnected,685.6,52.1,345.2,724.3,51.8,307.8,0
6256,thin,686.2,88.0,305.2,732.3,93.9,339.6,1
6259,missing,686.2,88.0,305.2,724.3,51.8,307.8,0
6265,disconnected,724.3,51.8,307.8,732.3,93.9,339.6,0
6272,thin,64.2,133.1,264.7,69.2,170.5,296.8,0
6334,bent,296.1,170.3,304.3,257.1,170.7,343.6,1
6358,bent,365.9,168.0,296.2,334.6,170.7,344.2,1
6370,thin,368.2,212.1,337.1,365.9,168.0,296.2,1
6471,thin,758.9,206.8,348.6,764.2,160.8,310.2,0
6473,bent,761.7,127.6,265.8,725.2,127.2,304.9,0
6476,thin,690.9,161.0,305.7,734.0,160.8,342.1,1
6478,thin,690.9,161.0,305.7,730.2,204.6,298.8,1
6482,thin,764.2,160.8,310.2,734.0,160.8,342.1,0
6486,thin,730.2,204.6,298.8,734.0,160.8,342.1,1
6537,thin,287.7,212.0,256.1,257.5,249.4,265.2,1
6545,thin,287.7,212.0,256.1,257.1,210.6,303.6,1
6560,thin,287.7,212.0,256.1,342.9,248.8,254.2,1
6561,thin,375.4,209.3,264.7,342.9,248.8,254.2,1
6562,thin,376.1,288.1,265.5,342.9,248.8,254.2,1
6563,thin,297.0,289.2,265.1,342.9,248.8,254.2,1
6643,thin,612.6,207.2,338.0,573.6,204.5,300.7,1
6644,thin,530.4,248.1,305.6,577.6,245.8,333.1,1
6653,thin,573.6,204.5,300.7,577.6,245.8,333.1,1
6654,thin,569.9,287.0,304.9,577.6,245.8,333.1,1
6670,missing,607.7,246.1,305.3,648.1,286.4,305.9,1
6815,bent,453.3,287.7,344.4,413.2,289.0,303.5,1
6840,bent,453.3,327.2,304.8,492.2,326.4,345.5,1
6888,thin,616.5,325.1,300.0,648.1,325.9,345.1,1
6916,bent,687.2,324.7,305.7,727.1,323.3,345.7,1
6937,bent,141.9,367.4,264.9,102.6,367.5,304.3,1
6987,bent,297.3,368.0,343.6,258.3,367.4,304.0,1
7225,missing,298.4,525.1,263.8,298.2,484.6,304.3,1
7280,bent,454.7,484.8,304.9,493.5,484.8,343.6,1
7306,thin,538.3,482.9,311.5,562.7,523.3,315.6,1
7420,missing,220.2,524.0,263.9,220.9,565.3,304.0,1
7448,bent,298.4,525.1,263.8,337.2,523.8,304.4,1
7480,bent,454.9,563.0,305.4,415.9,563.2,265.9,1
7595,thin,75.4,604.9,335.1,67.8,643.1,303.7,0
7706,missing,416.3,682.2,304.0,416.0,640.9,344.2,1
7745,bent,534.0,640.8,305.2,572.7,641.3,266.1,1
7750,bent,611.8,640.6,305.8,572.3,640.7,344.7,1
7814,thin,69.0,754.0,342.0,67.6,723.3,303.3,0
7820,missing,143.0,752.8,263.8,104.2,753.2,303.0,0
7821,missing,75.0,753.0,268.5,104.2,753.2,303.0,0
7822,missing,69.0,754.0,342.0,104.2,753.2,303.0,0
7823,missing,142.5,752.8,342.5,104.2,753.2,303.0,0
7848,missing,220.8,751.8,264.2,182.2,752.8,302.8,0
7849,missing,143.0,752.8,263.8,182.2,752.8,302.8,0
7850,missing,142.5,752.8,342.5,182.2,752.8,302.8,0
7851,missing,220.5,751.8,342.8,182.2,752.8,302.8,0
7876,missing,299.0,751.5,265.0,259.8,751.0,303.8,0
7877,missing,220.8,751.8,264.2,259.8,751.0,303.8,0
7878,missing,220.5,751.8,342.8,259.8,751.0,303.8,0
7879,missing,299.2,752.0,343.5,259.8,751.0,303.8,0
7904,missing,376.8,751.0,264.8,338.0,751.8,304.0,0
7905,missing,299.0,751.5,265.0,338.0,751.8,304.0,0
7906,missing,299.2,752.0,343.5,338.0,751.8,304.0,0
7907,missing,377.2,750.8,343.5,338.0,751.8,304.0,0
7932,missing,455.8,750.5,265.8,416.2,751.2,304.8,0
7933,missing,376.8,751.0,264.8,416.2,751.2,304.8,0
7934,missing,377.2,750.8,343.5,416.2,751.2,304.8,0
7935,missing,455.5,750.5,343.2,416.2,751.2,304.8,0
7960,missing,534.5,750.0,265.8,494.8,750.2,304.8,0
7961,missing,455.8,750.5,265.8,494.8,750.2,304.8,0
7962,missing,455.5,750.5,343.2,494.8,750.2,304.8,0
7963,missing,533.8,750.5,343.8,494.8,750.2,304.8,0
7988,missing,611.8,749.2,266.8,573.0,750.5,305.5,0
7989,missing,534.5,750.0,265.8,573.0,750.5,305.5,0
7990,missing,533.8,750.5,343.8,573.0,750.5,305.5,0
7991,missing,611.2,750.0,344.2,573.0,750.5,305.5,0
8016,missing,690.0,749.0,265.8,650.8,749.0,306.0,0
8017,missing,611.8,749.2,266.8,650.8,749.0,306.0,0
8018,missing,611.2,750.0,344.2,650.8,749.0,306.0,0
8019,missing,689.5,749.8,344.5,650.8,749.0,306.0,0
8041,thin,763.7,747.7,267.3,765.7,719.0,306.7,0
8048,missing,763.7,747.7,267.3,728.2,748.5,306.0,0
8049,missing,690.0,749.0,265.8,728.2,748.5,306.0,0
8050,missing,689.5,749.8,344.5,728.2,748.5,306.0,0
8051,missing,763.5,749.0,340.0,728.2,748.5,306.0,0
8057,thin,765.7,719.0,306.7,728.2,748.5,306.0,0
8070,bent,63.9,132.9,421.3,60.6,88.8,384.7,0
8073,bent,138.5,56.2,342.0,98.9,56.0,381.5,0
8114,missing,296.5,132.1,343.8,255.5,91.9,343.3,1
8122,bent,217.2,56.0,422.8,262.2,50.8,380.6,0
8132,thin,262.2,50.8,380.6,300.2,82.1,380.7,0
8136,missing,294.8,53.6,342.4,344.4,86.9,335.1,0
8137,thin,377.0,55.9,344.0,344.4,86.9,335.1,0
8138,thin,372.8,129.3,343.8,344.4,86.9,335.1,1
8143,disconnected,295.3,55.2,422.2,300.2,82.1,380.7,0
8145,thin,377.0,55.9,344.0,337.9,52.2,389.4,0
8146,disconnected,295.3,55.2,422.2,337.9,52.2,389.4,0
8149,bent,300.2,82.1,380.7,344.4,86.9,335.1,1
8151,thin,300.2,82.1,380.7,337.9,52.2,389.4,0
8152,thin,378.2,85.8,381.4,344.4,86.9,335.1,1
8155,thin,337.9,52.2,389.4,344.4,86.9,335.1,0
8156,thin,337.9,52.2,389.4,378.2,85.8,381.4,0
8160,disconnected,377.0,55.9,344.0,413.6,89.3,343.1,0
8164,missing,377.0,55.9,344.0,378.2,85.8,381.4,0
8170,missing,372.9,54.4,423.0,413.2,52.4,381.4,0
8172,thin,378.2,85.8,381.4,416.3,82.9,418.9,1
8173,disconnected,378.2,85.8,381.4,413.6,89.3,343.1,1
8174,thin,378.2,85.8,381.4,418.4,126.8,378.0,1
8182,thin,418.4,126.8,378.0,416.3,82.9,418.9,1
8218,bent,530.1,53.8,423.4,569.0,52.9,384.1,0
8242,bent,607.2,53.0,422.8,647.5,51.9,384.4,0
8243,bent,685.6,52.7,423.0,647.5,51.9,384.4,0
8259,thin,686.5,128.1,345.5,732.3,93.9,339.6,1
8265,missing,761.3,121.6,349.5,761.7,88.0,384.9,0
8269,bent,761.0,50.7,345.7,725.2,51.5,384.5,0
8290,thin,68.9,213.1,412.6,63.5,171.8,381.9,0
8319,bent,217.9,132.7,423.1,178.2,132.9,382.5,1
8373,thin,374.1,170.5,383.0,346.5,211.1,375.2,1
8378,thin,346.5,211.1,375.2,335.0,170.0,422.4,1
8383,thin,368.2,212.1,337.1,412.0,175.8,339.9,1
8442,missing,528.2,169.2,382.1,573.9,205.4,379.6,1
8476,thin,686.5,128.1,345.5,734.0,160.8,342.1,1
8478,thin,758.9,206.8,348.6,734.0,160.8,342.1,0
8499,thin,725.0,127.8,384.8,734.0,160.8,342.1,1
8546,bent,217.9,249.3,382.8,179.5,249.4,421.6,1
8587,thin,374.2,209.6,422.2,346.5,211.1,375.2,1
8595,thin,346.5,211.1,375.2,336.1,249.2,343.5,1
8596,thin,346.5,211.1,375.2,374.3,249.1,383.4,1
8597,thin,346.5,211.1,375.2,335.2,249.1,422.0,1
8616,bent,452.1,248.4,383.2,413.2,248.8,344.0,1
8648,thin,530.5,209.1,344.3,577.6,245.8,333.1,1
8649,thin,612.6,207.2,338.0,577.6,245.8,333.1,1
8650,thin,608.8,286.3,345.2,577.6,245.8,333.1,1
8651,thin,530.9,287.5,344.6,577.6,245.8,333.1,1
8659,bent,608.3,207.7,423.4,573.9,205.4,379.6,1
8664,thin,608.2,246.9,384.2,577.6,245.8,333.1,1
8667,thin,573.9,205.4,379.6,577.6,245.8,333.1,1
8669,thin,573.9,205.4,379.6,579.7,248.3,417.3,1
8670,thin,563.0,287.4,377.2,579.7,248.3,417.3,1
8671,thin,563.0,287.4,377.2,577.6,245.8,333.1,1
8731,thin,67.6,285.1,417.6,65.8,328.4,383.1,0
8734,bent,67.6,285.1,417.6,102.3,288.7,381.7,0
8764,missing,220.3,328.5,382.7,179.7,328.0,342.3,1
8823,missing,373.8,367.0,342.7,414.9,327.1,344.3,1
8852,bent,453.3,287.7,344.4,491.4,287.7,383.3,1
8924,thin,762.1,283.8,346.0,757.6,319.5,377.9,0
8925,thin,763.0,362.5,344.8,757.6,319.5,377.9,0
8926,thin,762.2,283.6,423.5,757.6,319.5,377.9,0
8953,bent,141.4,367.3,343.0,102.1,366.7,381.9,1
8956,disconnected,66.2,406.9,381.8,102.6,407.1,421.4,0
9080,bent,531.3,405.1,383.6,492.5,405.5,343.9,1
9205,thin,219.2,486.0,383.1,192.2,525.7,374.3,1
9210,thin,192.2,525.7,374.3,182.5,486.0,418.4,1
9273,missing,374.5,486.0,382.6,416.1,485.3,343.9,1
9302,thin,538.7,485.5,392.2,499.0,484.1,431.7,1
9303,missing,493.2,444.4,384.1,493.5,484.8,343.6,1
9329,missing,571.1,443.5,383.2,572.0,484.4,423.1,1
9387,thin,75.4,604.9,335.1,102.1,569.6,340.0,1
9389,thin,75.4,604.9,335.1,66.6,563.8,382.5,0
9444,bent,216.7,565.2,388.9,259.7,563.9,421.5,1
9446,thin,216.7,565.2,388.9,263.8,598.8,385.5,1
9450,bent,298.4,563.8,382.3,259.7,563.9,421.5,1
9498,bent,454.5,563.2,382.9,414.9,563.5,422.7,1
9597,missing,764.0,559.1,382.8,726.9,600.8,384.6,0
9608,thin,75.4,604.9,335.1,71.1,642.0,386.6,0
9609,thin,72.0,684.3,350.8,71.1,642.0,386.6,0
9612,thin,75.4,604.9,335.1,104.6,603.6,381.3,1
9694,thin,379.6,639.2,386.5,343.4,639.2,426.6,1
9711,bent,454.7,601.8,422.5,421.0,600.6,377.1,1
9778,missing,610.9,678.5,423.1,610.9,640.5,383.0,1
9828,thin,72.0,684.3,350.8,67.8,723.7,381.1,0
9829,thin,69.0,754.0,342.0,67.8,723.7,381.1,0
9830,thin,69.3,753.0,419.3,67.8,723.7,381.1,0
9834,bent,67.8,683.8,421.0,103.8,683.5,381.9,0
9836,missing,142.5,752.8,342.5,104.0,753.8,381.0,0
9837,missing,69.0,754.0,342.0,104.0,753.8,381.0,0
9838,missing,69.3,753.0,419.3,104.0,753.8,381.0,0
9839,missing,142.8,751.8,421.8,104.0,753.8,381.0,0
9864,missing,220.5,751.8,342.8,181.8,752.2,382.0,0
9865,missing,142.5,752.8,342.5,181.8,752.2,382.0,0
9866,missing,142.8,751.8,421.8,181.8,752.2,382.0,0
9867,missing,220.8,752.2,421.8,181.8,752.2,382.0,0
9892,missing,299.2,752.0,343.5,259.8,752.5,382.2,0
9893,missing,220.5,751.8,342.8,259.8,752.5,382.2,0
9894,missing,220.8,752.2,421.8,259.8,752.5,382.2,0
9895,missing,299.2,752.5,421.5,259.8,752.5,382.2,0
9920,missing,377.2,750.8,343.5,338.0,751.0,382.0,0
9921,missing,299.2,752.0,343.5,338.0,751.0,382.0,0
9922,missing,299.2,752.5,421.5,338.0,751.0,382.0,0
9923,missing,376.8,751.8,421.2,338.0,751.0,382.0,0
9948,missing,455.5,750.5,343.2,416.2,751.5,383.0,0
9949,missing,377.2,750.8,343.5,416.2,751.5,383.0,0
9950,missing,376.8,751.8,421.2,416.2,751.5,383.0,0
9951,missing,454.8,751.5,422.2,416.2,751.5,383.0,0
9976,missing,533.8,750.5,343.8,494.8,750.8,383.0,0
9977,missing,455.5,750.5,343.2,494.8,750.8,383.0,0
9978,missing,454.8,751.5,422.2,494.8,750.8,383.0,0
9979,missing,534.0,750.0,423.0,494.8,750.8,383.0,0
10003,missing,610.9,678.5,423.1,571.7,680.3,382.8,1
10004,missing,611.2,750.0,344.2,572.2,750.0,383.5,0
10005,missing,533.8,750.5,343.8,572.2,750.0,383.5,0
10006,missing,534.0,750.0,423.0,572.2,750.0,383.5,0
10007,missing,611.5,750.2,423.2,572.2,750.0,383.5,0
10026,thin,611.5,750.2,423.2,615.3,720.6,386.7,0
10027,missing,610.9,678.5,423.1,615.3,720.6,386.7,1
10030,missing,610.9,678.5,423.1,651.3,680.5,383.4,1
10032,missing,689.5,749.8,344.5,651.7,749.3,380.3,0
10033,missing,611.2,750.0,344.2,651.7,749.3,380.3,0
10034,missing,611.5,750.2,423.2,651.7,749.3,380.3,0
10035,missing,690.0,750.5,423.0,651.7,749.3,380.3,0
10038,thin,615.3,720.6,386.7,651.7,749.3,380.3,0
10046,disconnected,651.7,749.3,380.3,652.4,719.8,424.1,0
10057,missing,763.5,749.0,340.0,766.8,723.9,379.4,0
10059,thin,763.0,749.0,423.3,766.8,723.9,379.4,0
10064,missing,763.5,749.0,340.0,729.0,750.0,383.5,0
10065,missing,689.5,749.8,344.5,729.0,750.0,383.5,0
10066,missing,690.0,750.5,423.0,729.0,750.0,383.5,0
10067,missing,763.0,749.0,423.3,729.0,750.0,383.5,0
10073,thin,766.8,723.9,379.4,729.0,750.0,383.5,0
10088,bent,63.2,55.2,421.8,99.3,56.3,460.1,0
10122,thin,209.4,90.9,452.7,178.3,93.8,499.8,1
10124,thin,177.8,55.2,460.8,209.4,90.9,452.7,0
10184,bent,372.9,54.4,423.0,412.2,54.4,462.1,0
